app_id,review_score,review_score_desc,total_positive,total_negative,total_reviews
374960,0,2 user reviews,1,1,2
374990,5,Mixed,5,5,10
375000,5,Mixed,7,4,11
375010,5,Mixed,140,63,203
375030,6,Mostly Positive,147,37,184
375040,5,Mixed,24,17,41
375120,8,Very Positive,159,30,189
375130,8,Very Positive,209,9,218
375170,6,Mostly Positive,26,7,33
375210,8,Very Positive,46,5,51
375230,5,Mixed,4851,5089,9940
375290,6,Mostly Positive,18,6,24
375320,5,Mixed,40,28,68
375330,5,Mixed,27,27,54
375340,0,No user reviews,0,0,0
375420,5,Mixed,18,9,27
375430,5,Mixed,6,4,10
375440,0,No user reviews,0,0,0
375450,5,Mixed,276,229,505
375460,4,Mostly Negative,500,762,1262
375480,9,Overwhelmingly Positive,984,43,1027
375520,6,Mostly Positive,106,27,133
375530,8,Very Positive,1370,131,1501
375580,6,Mostly Positive,34,13,47
375600,6,Mostly Positive,617,233,850
375680,4,Mostly Negative,86,198,284
375710,5,Mixed,219,124,343
375750,8,Very Positive,205,15,220
375770,5,Mixed,25,11,36
375790,5,Mixed,13,8,21
375810,0,No user reviews,0,0,0
375820,8,Very Positive,1842,119,1961
375840,8,Very Positive,174,27,201
375850,5,Mixed,40,39,79
375910,5,Mixed,1752,1067,2819
375950,8,Very Positive,4856,494,5350
376150,4,Mostly Negative,13,30,43
376250,6,Mostly Positive,32,10,42
376300,8,Very Positive,1761,134,1895
376310,4,Mostly Negative,187,336,523
376350,0,6 user reviews,3,3,6
376450,5,Mixed,32,15,47
376490,0,9 user reviews,6,3,9
376520,8,Very Positive,260,32,292
376560,8,Very Positive,77,14,91
376570,6,Mostly Positive,2824,1158,3982
376680,6,Mostly Positive,70,29,99
376870,6,Mostly Positive,5121,1664,6785
376880,6,Mostly Positive,43,16,59
377060,6,Mostly Positive,162,61,223
377070,7,Positive,21,3,24
377080,8,Very Positive,260,20,280
377100,0,6 user reviews,6,0,6
377140,5,Mixed,334,244,578
377160,6,Mostly Positive,92044,38135,130179
377190,7,Positive,31,7,38
377200,7,Positive,11,1,12
377250,7,Positive,16,1,17
377260,5,Mixed,145,70,215
377280,6,Mostly Positive,17,5,22
377300,0,No user reviews,0,0,0
377310,5,Mixed,143,105,248
377320,7,Positive,13,3,16
377330,8,Very Positive,566,74,640
377450,8,Very Positive,68,2,70
377460,8,Very Positive,88,7,95
377470,5,Mixed,75,44,119
377480,5,Mixed,82,39,121
377550,6,Mostly Positive,18,5,23
377690,8,Very Positive,134,8,142
377840,8,Very Positive,3430,261,3691
377860,9,Overwhelmingly Positive,699,21,720
377870,8,Very Positive,338,56,394
377880,8,Very Positive,132,21,153
377890,0,7 user reviews,5,2,7
377900,6,Mostly Positive,459,148,607
377970,5,Mixed,137,59,196
377980,5,Mixed,34,30,64
378030,7,Positive,39,5,44
378070,6,Mostly Positive,37,11,48
378080,8,Very Positive,56,12,68
378100,5,Mixed,228,268,496
378240,0,3 user reviews,3,0,3
378260,6,Mostly Positive,61,19,80
378270,5,Mixed,222,109,331
378280,5,Mixed,19,20,39
378350,7,Positive,11,2,13
378370,5,Mixed,1712,1120,2832
378410,7,Positive,16,0,16
378450,0,4 user reviews,1,3,4
378540,6,Mostly Positive,2236,703,2939
378630,6,Mostly Positive,41,13,54
378660,5,Mixed,792,419,1211
378700,5,Mixed,21,10,31
378720,8,Very Positive,2237,204,2441
378750,8,Very Positive,91,5,96
378770,8,Very Positive,70,4,74
378800,5,Mixed,192,104,296
378810,7,Positive,32,8,40
378830,5,Mixed,25,14,39
378850,8,Very Positive,56,10,66
378860,6,Mostly Positive,2828,1102,3930
378930,5,Mixed,69,32,101
379290,5,Mixed,58,60,118
379320,6,Mostly Positive,66,18,84
379340,5,Mixed,5,5,10
379350,5,Mixed,7,4,11
379370,5,Mixed,12,13,25
379380,0,7 user reviews,3,4,7
379390,7,Positive,11,2,13
379420,8,Very Positive,94,13,107
379430,6,Mostly Positive,19839,5990,25829
379520,7,Positive,27,4,31
379530,8,Very Positive,84,21,105
379610,7,Positive,36,4,40
379640,8,Very Positive,197,18,215
379720,8,Very Positive,55864,4112,59976
379760,7,Positive,42,6,48
379990,4,Mostly Negative,12,31,43
380020,5,Mixed,509,220,729
380100,7,Positive,12,1,13
380120,0,8 user reviews,6,2,8
380150,8,Very Positive,830,179,1009
380210,5,Mixed,12,9,21
380220,5,Mixed,482,222,704
380360,6,Mostly Positive,578,202,780
380540,5,Mixed,23,17,40
380550,5,Mixed,46,27,73
380560,5,Mixed,14,8,22
380660,8,Very Positive,56,7,63
380670,8,Very Positive,303,15,318
380690,5,Mixed,12,11,23
380700,5,Mixed,23,16,39
380750,6,Mostly Positive,286,112,398
380790,4,Mostly Negative,4,7,11
380810,8,Very Positive,75,1,76
380860,7,Positive,20,5,25
380920,7,Positive,37,6,43
380990,5,Mixed,17,16,33
381020,8,Very Positive,547,41,588
381050,6,Mostly Positive,42,17,59
381090,5,Mixed,26,21,47
381100,8,Very Positive,194,37,231
381120,5,Mixed,1379,839,2218
381130,4,Mostly Negative,10,29,39
381140,5,Mixed,164,73,237
381170,5,Mixed,29,28,57
381210,6,Mostly Positive,95679,28932,124611
381220,5,Mixed,35,28,63
381250,0,8 user reviews,8,0,8
381260,5,Mixed,101,45,146
381320,8,Very Positive,53,13,66
381340,7,Positive,18,1,19
381560,5,Mixed,327,333,660
381610,7,Positive,29,7,36
381750,5,Mixed,110,60,170
381780,8,Very Positive,930,90,1020
381850,5,Mixed,20,11,31
381870,8,Very Positive,82,13,95
381880,8,Very Positive,64,7,71
381890,7,Positive,49,0,49
381900,8,Very Positive,72,16,88
381910,6,Mostly Positive,19,5,24
381990,6,Mostly Positive,522,219,741
382050,8,Very Positive,492,59,551
382070,6,Mostly Positive,54,18,72
382080,5,Mixed,116,112,228
382130,6,Mostly Positive,30,11,41
382140,6,Mostly Positive,768,261,1029
382160,4,Mostly Negative,19,52,71
382180,6,Mostly Positive,38,16,54
382260,8,Very Positive,237,18,255
382270,7,Positive,12,1,13
382300,5,Mixed,262,202,464
382360,5,Mixed,139,73,212
382420,5,Mixed,107,96,203
382490,8,Very Positive,4808,287,5095
382850,5,Mixed,763,902,1665
382890,6,Mostly Positive,420,156,576
382900,6,Mostly Positive,750,213,963
382920,8,Very Positive,53,11,64
383020,5,Mixed,7,6,13
383070,5,Mixed,16,20,36
383150,6,Mostly Positive,2372,948,3320
383180,5,Mixed,526,268,794
383230,6,Mostly Positive,1259,390,1649
383240,5,Mixed,11,14,25
383270,8,Very Positive,608,38,646
383330,5,Mixed,144,87,231
383460,8,Very Positive,211,23,234
383540,6,Mostly Positive,19,6,25
383630,6,Mostly Positive,31,12,43
383670,6,Mostly Positive,24,8,32
383690,8,Very Positive,117,18,135
383700,6,Mostly Positive,33,12,45
383710,4,Mostly Negative,16,26,42
383720,5,Mixed,43,20,63
383750,6,Mostly Positive,51,17,68
383790,5,Mixed,295,212,507
383870,8,Very Positive,28348,4871,33219
383930,8,Very Positive,297,54,351
383950,6,Mostly Positive,30,11,41
383970,7,Positive,34,5,39
383980,8,Very Positive,3705,434,4139
384000,6,Mostly Positive,218,72,290
384010,6,Mostly Positive,23,9,32
384080,5,Mixed,140,91,231
384100,7,Positive,30,7,37
384110,8,Very Positive,632,92,724
384120,5,Mixed,29,14,43
384180,6,Mostly Positive,1205,328,1533
384190,8,Very Positive,13482,1051,14533
384200,6,Mostly Positive,17,7,24
384210,5,Mixed,8,5,13
384230,7,Positive,11,0,11
384250,5,Mixed,83,52,135
384280,8,Very Positive,104,9,113
384300,6,Mostly Positive,5244,1782,7026
384310,6,Mostly Positive,241,70,311
384320,5,Mixed,35,33,68
384330,6,Mostly Positive,38,16,54
384360,6,Mostly Positive,512,162,674
384480,8,Very Positive,66,7,73
384490,5,Mixed,2179,1140,3319
384500,8,Very Positive,476,72,548
384590,7,Positive,20,1,21
384630,9,Overwhelmingly Positive,929,47,976
384660,0,8 user reviews,8,0,8
384680,8,Very Positive,354,28,382
384690,8,Very Positive,57,1,58
384700,6,Mostly Positive,19,5,24
384740,6,Mostly Positive,453,185,638
384750,5,Mixed,132,140,272
384890,7,Positive,18,3,21
384920,4,Mostly Negative,11,33,44
384940,6,Mostly Positive,19,5,24
384960,8,Very Positive,106,21,127
384990,6,Mostly Positive,62,16,78
385060,7,Positive,29,4,33
385070,6,Mostly Positive,170,67,237
385240,8,Very Positive,628,138,766
385250,8,Very Positive,323,5,328
385270,5,Mixed,765,350,1115
385360,5,Mixed,46,34,80
385370,8,Very Positive,1925,315,2240
385410,6,Mostly Positive,10,4,14
385440,6,Mostly Positive,34,10,44
385490,5,Mixed,59,52,111
385530,5,Mixed,103,52,155
385560,8,Very Positive,498,88,586
385580,0,9 user reviews,3,6,9
385590,6,Mostly Positive,121,35,156
385600,5,Mixed,18,25,43
385690,7,Positive,31,1,32
385710,8,Very Positive,1115,231,1346
385730,5,Mixed,1598,938,2536
385760,5,Mixed,4097,3570,7667
385770,8,Very Positive,3353,418,3771
385800,8,Very Positive,9810,633,10443
385830,5,Mixed,249,312,561
385860,5,Mixed,26,13,39
385890,5,Mixed,210,266,476
385950,4,Mostly Negative,7,13,20
385960,3,Negative,2,12,14
386070,8,Very Positive,4386,1050,5436
386080,8,Very Positive,129,30,159
386110,3,Negative,6,35,41
386140,5,Mixed,34,18,52
386160,6,Mostly Positive,51,19,70
386180,5,Mixed,7380,4013,11393
386200,7,Positive,18,3,21
386280,5,Mixed,105,93,198
386290,6,Mostly Positive,51,16,67
386330,3,Negative,2,14,16
386350,6,Mostly Positive,55,19,74
386360,8,Very Positive,28249,5976,34225
386390,0,4 user reviews,4,0,4
386400,6,Mostly Positive,57,18,75
386420,6,Mostly Positive,119,30,149
386430,0,No user reviews,0,0,0
386460,0,No user reviews,0,0,0
386480,6,Mostly Positive,830,299,1129
386490,5,Mixed,81,54,135
386510,5,Mixed,85,61,146
386520,8,Very Positive,131,17,148
386540,4,Mostly Negative,21,39,60
386560,8,Very Positive,96,10,106
386590,6,Mostly Positive,525,225,750
386620,8,Very Positive,1015,130,1145
386640,5,Mixed,112,91,203
386650,5,Mixed,68,54,122
386690,6,Mostly Positive,188,51,239
386700,6,Mostly Positive,104,42,146
386710,5,Mixed,10,11,21
386750,6,Mostly Positive,37,15,52
386770,6,Mostly Positive,72,22,94
386840,7,Positive,34,4,38
386870,5,Mixed,47,33,80
386900,8,Very Positive,101,7,108
386930,5,Mixed,40,48,88
386940,9,Overwhelmingly Positive,5401,284,5685
386990,6,Mostly Positive,137,49,186
387010,5,Mixed,91,41,132
387060,8,Very Positive,96,20,116
387070,2,Very Negative,17,81,98
387090,5,Mixed,17,13,30
387100,7,Positive,18,2,20
387240,8,Very Positive,75,10,85
387270,5,Mixed,10,5,15
387290,9,Overwhelmingly Positive,12030,454,12484
387340,8,Very Positive,2086,141,2227
387370,6,Mostly Positive,241,94,335
387400,3,Negative,3,15,18
387430,5,Mixed,20,9,29
387840,8,Very Positive,268,65,333
387850,6,Mostly Positive,46,14,60
387870,8,Very Positive,89,21,110
387930,5,Mixed,152,125,277
387970,5,Mixed,402,460,862
388010,0,7 user reviews,4,3,7
388050,5,Mixed,44,35,79
388060,5,Mixed,284,159,443
388080,8,Very Positive,897,188,1085
388120,5,Mixed,277,284,561
388210,9,Overwhelmingly Positive,2167,57,2224
388260,7,Positive,25,4,29
388320,6,Mostly Positive,533,160,693
388360,6,Mostly Positive,49,21,70
388370,6,Mostly Positive,97,39,136
388410,6,Mostly Positive,4015,1284,5299
388420,8,Very Positive,239,26,265
388430,6,Mostly Positive,50,16,66
388440,5,Mixed,15,16,31
388450,8,Very Positive,77,3,80
388490,5,Mixed,168,134,302
388500,4,Mostly Negative,5,17,22
388540,0,5 user reviews,4,1,5
388550,5,Mixed,13,9,22
388620,8,Very Positive,248,43,291
388720,7,Positive,39,9,48
388750,8,Very Positive,1755,152,1907
388800,8,Very Positive,629,102,731
388880,8,Very Positive,5274,365,5639
388900,6,Mostly Positive,78,24,102
388910,7,Positive,25,2,27
388960,5,Mixed,23,16,39
388970,8,Very Positive,91,17,108
389010,0,6 user reviews,4,2,6
389040,5,Mixed,866,602,1468
389050,6,Mostly Positive,115,30,145
389120,6,Mostly Positive,12,5,17
389140,8,Very Positive,308,11,319
389170,8,Very Positive,748,68,816
389190,6,Mostly Positive,52,19,71
389220,5,Mixed,114,49,163
389260,8,Very Positive,58,8,66
389310,5,Mixed,43,21,64
389330,0,3 user reviews,1,2,3
389400,6,Mostly Positive,83,21,104
389510,8,Very Positive,1148,101,1249
389650,8,Very Positive,119,6,125
389670,6,Mostly Positive,271,89,360
389730,8,Very Positive,10670,1748,12418
389740,4,Mostly Negative,7,25,32
389810,5,Mixed,39,42,81
389840,5,Mixed,35,27,62
389850,8,Very Positive,68,5,73
389860,6,Mostly Positive,54,20,74
389870,5,Mixed,156,69,225
390030,8,Very Positive,229,53,282
390040,6,Mostly Positive,177,67,244
390200,5,Mixed,97,53,150
390210,5,Mixed,44,21,65
390290,8,Very Positive,436,45,481
390310,5,Mixed,88,43,131
390330,6,Mostly Positive,43,12,55
390340,4,Mostly Negative,523,1440,1963
390460,5,Mixed,11,8,19
390520,8,Very Positive,865,109,974
390570,5,Mixed,53,61,114
390610,8,Very Positive,174,9,183
390620,7,Positive,26,2,28
390670,5,Mixed,2590,1116,3706
390680,7,Positive,39,1,40
390710,8,Very Positive,133,20,153
390720,8,Very Positive,225,11,236
390730,8,Very Positive,207,12,219
390870,5,Mixed,34,24,58
390890,8,Very Positive,106,7,113
390910,8,Very Positive,124,30,154
390920,7,Positive,35,5,40
390930,7,Positive,36,5,41
390970,5,Mixed,395,293,688
391040,8,Very Positive,3016,551,3567
391100,5,Mixed,9,6,15
391140,8,Very Positive,51,3,54
391170,8,Very Positive,254,32,286
391180,6,Mostly Positive,26,9,35
391190,0,3 user reviews,3,0,3
391210,7,Positive,18,4,22
391220,8,Very Positive,37915,2708,40623
391250,8,Very Positive,76,8,84
391260,6,Mostly Positive,700,253,953
391310,5,Mixed,103,47,150
391340,5,Mixed,36,50,86
391380,0,4 user reviews,3,1,4
391390,7,Positive,26,2,28
391480,0,No user reviews,0,0,0
391490,8,Very Positive,143,21,164
391540,9,Overwhelmingly Positive,80595,3296,83891
391550,5,Mixed,13,8,21
391600,6,Mostly Positive,84,33,117
391630,5,Mixed,18,14,32
391640,6,Mostly Positive,17,7,24
391650,7,Positive,13,1,14
391660,5,Mixed,65,30,95
391720,8,Very Positive,10917,1172,12089
391730,8,Very Positive,1376,204,1580
391820,5,Mixed,17,20,37
391910,0,4 user reviews,2,2,4
391960,6,Mostly Positive,14,4,18
392000,6,Mostly Positive,216,57,273
392020,8,Very Positive,141,10,151
392030,8,Very Positive,56,2,58
392070,8,Very Positive,105,19,124
392100,0,2 user reviews,2,0,2
392110,8,Very Positive,5945,1350,7295
392120,5,Mixed,11,12,23
392190,6,Mostly Positive,68,24,92
392260,6,Mostly Positive,132,34,166
392280,5,Mixed,127,62,189
392370,0,6 user reviews,5,1,6
392410,6,Mostly Positive,186,77,263
392450,8,Very Positive,445,60,505
392580,6,Mostly Positive,408,127,535
392600,7,Positive,24,1,25
392610,8,Very Positive,55,3,58
392620,7,Positive,13,3,16
392680,6,Mostly Positive,28,10,38
392720,7,Positive,11,1,12
392780,5,Mixed,16,7,23
392820,5,Mixed,125,128,253
392940,8,Very Positive,105,21,126
392950,8,Very Positive,3466,379,3845
392970,8,Very Positive,145,10,155
393080,5,Mixed,754,877,1631
393150,6,Mostly Positive,48,15,63
393170,7,Positive,23,0,23
393200,8,Very Positive,427,80,507
393220,7,Positive,30,1,31
393230,4,Mostly Negative,9,33,42
393240,5,Mixed,13,9,22
393380,8,Very Positive,18586,4180,22766
393430,8,Very Positive,702,126,828
393460,5,Mixed,35,24,59
393520,8,Very Positive,610,67,677
393530,5,Mixed,1283,636,1919
393600,6,Mostly Positive,14,6,20
393610,8,Very Positive,80,16,96
393750,5,Mixed,106,55,161
393790,6,Mostly Positive,68,20,88
393820,5,Mixed,21,30,51
393860,5,Mixed,16,8,24
393920,5,Mixed,84,75,159
393930,5,Mixed,251,139,390
393980,6,Mostly Positive,405,130,535
394030,7,Positive,17,0,17
394130,8,Very Positive,119,6,125
394140,8,Very Positive,67,14,81
394160,8,Very Positive,179,41,220
394220,8,Very Positive,94,20,114
394230,5,Mixed,5233,3224,8457
394260,6,Mostly Positive,28,10,38
394280,5,Mixed,108,76,184
394290,8,Very Positive,71,5,76
394310,6,Mostly Positive,5316,1464,6780
394360,8,Very Positive,19863,3491,23354
394390,7,Positive,16,2,18
394430,7,Positive,37,2,39
394450,5,Mixed,324,177,501
394490,4,Mostly Negative,12,30,42
394510,8,Very Positive,11171,970,12141
394540,6,Mostly Positive,306,82,388
394550,8,Very Positive,63,7,70
394600,6,Mostly Positive,126,45,171
394690,8,Very Positive,3715,601,4316
394700,8,Very Positive,243,43,286
394760,6,Mostly Positive,868,313,1181
394770,5,Mixed,14,21,35
394870,6,Mostly Positive,477,196,673
394950,7,Positive,16,0,16
394960,0,4 user reviews,3,1,4
394970,9,Overwhelmingly Positive,1845,88,1933
395100,7,Positive,11,2,13
395140,8,Very Positive,67,8,75
395160,6,Mostly Positive,299,127,426
395170,8,Very Positive,3946,258,4204
395190,0,7 user reviews,7,0,7
395200,6,Mostly Positive,899,258,1157
395300,0,3 user reviews,2,1,3
395350,5,Mixed,180,103,283
395400,5,Mixed,14,17,31
395420,6,Mostly Positive,82,30,112
395470,5,Mixed,25,12,37
395500,8,Very Positive,183,29,212
395520,8,Very Positive,2211,289,2500
395550,7,Positive,11,0,11
395570,6,Mostly Positive,387,158,545
395580,7,Positive,14,2,16
395620,8,Very Positive,106,17,123
395850,8,Very Positive,315,57,372
395860,8,Very Positive,137,27,164
395900,5,Mixed,57,33,90
395920,5,Mixed,18,10,28
395940,0,5 user reviews,2,3,5
396010,0,4 user reviews,3,1,4
396030,5,Mixed,141,66,207
396090,6,Mostly Positive,145,48,193
396160,5,Mixed,278,310,588
396230,8,Very Positive,135,26,161
396320,5,Mixed,15,10,25
396350,8,Very Positive,253,9,262
396480,8,Very Positive,450,98,548
396650,9,Overwhelmingly Positive,852,35,887
396660,8,Very Positive,74,18,92
396680,6,Mostly Positive,34,11,45
396700,7,Positive,20,1,21
396710,8,Very Positive,127,5,132
396750,8,Very Positive,3078,728,3806
396790,6,Mostly Positive,427,117,544
396800,8,Very Positive,269,37,306
396850,5,Mixed,26,39,65
396860,8,Very Positive,133,22,155
396930,6,Mostly Positive,13,5,18
397020,0,7 user reviews,2,5,7
397090,8,Very Positive,53,10,63
397150,6,Mostly Positive,371,107,478
397160,8,Very Positive,83,13,96
397200,4,Mostly Negative,9,14,23
397240,5,Mixed,7,4,11
397270,8,Very Positive,843,57,900
397310,8,Very Positive,248,57,305
397330,8,Very Positive,89,14,103
397340,8,Very Positive,3862,361,4223
397390,6,Mostly Positive,103,38,141
397400,7,Positive,15,1,16
397460,8,Very Positive,452,24,476
397500,6,Mostly Positive,363,107,470
397570,8,Very Positive,154,32,186
397580,4,Mostly Negative,31,73,104
397600,7,Positive,11,0,11
397690,8,Very Positive,273,59,332
397700,4,Mostly Negative,21,84,105
397730,5,Mixed,23,18,41
397780,8,Very Positive,87,16,103
397810,4,Mostly Negative,6,16,22
397820,5,Mixed,22,17,39
397850,7,Positive,10,1,11
397860,7,Positive,16,2,18
397900,5,Mixed,4414,2713,7127
397940,6,Mostly Positive,80,24,104
397950,8,Very Positive,3521,370,3891
397960,7,Positive,8,2,10
397970,6,Mostly Positive,16,5,21
397990,8,Very Positive,73,14,87
398020,5,Mixed,10,9,19
398030,0,No user reviews,0,0,0
398100,8,Very Positive,356,84,440
398110,5,Mixed,10,11,21
398120,5,Mixed,14,19,33
398140,6,Mostly Positive,27,11,38
398150,5,Mixed,24,18,42
398160,7,Positive,41,3,44
398170,8,Very Positive,200,45,245
398180,5,Mixed,136,62,198
398250,7,Positive,17,0,17
398260,0,3 user reviews,2,1,3
398450,8,Very Positive,182,44,226
398460,8,Very Positive,109,9,118
398480,5,Mixed,7,4,11
398530,5,Mixed,10,7,17
398670,5,Mixed,6,6,12
398680,5,Mixed,451,215,666
398710,8,Very Positive,4499,288,4787
398830,5,Mixed,7,5,12
398850,9,Overwhelmingly Positive,2761,120,2881
398890,7,Positive,16,4,20
398940,7,Positive,26,3,29
398960,6,Mostly Positive,17,6,23
398970,4,Mostly Negative,8,21,29
398980,8,Very Positive,154,17,171
399000,5,Mixed,26,15,41
399040,8,Very Positive,66,11,77
399070,8,Very Positive,280,42,322
399130,5,Mixed,63,72,135
399140,7,Positive,33,4,37
399240,0,7 user reviews,7,0,7
399270,5,Mixed,25,26,51
399530,7,Positive,10,2,12
399600,8,Very Positive,289,10,299
399640,8,Very Positive,354,21,375
399670,8,Very Positive,2028,287,2315
399790,5,Mixed,384,395,779
399820,8,Very Positive,1046,229,1275
399890,6,Mostly Positive,137,38,175
399910,7,Positive,40,3,43
399920,5,Mixed,22,14,36
400020,6,Mostly Positive,253,68,321
400030,5,Mixed,108,90,198
400130,5,Mixed,8,5,13
400160,8,Very Positive,284,28,312
400170,6,Mostly Positive,1010,377,1387
400180,8,Very Positive,487,112,599
400200,5,Mixed,52,24,76
400250,5,Mixed,1101,788,1889
400280,7,Positive,15,1,16
400350,6,Mostly Positive,13,4,17
400360,5,Mixed,74,35,109
400380,5,Mixed,9,11,20
400450,8,Very Positive,232,51,283
400510,5,Mixed,127,117,244
400580,8,Very Positive,141,9,150
400630,9,Overwhelmingly Positive,1142,44,1186
400660,8,Very Positive,325,34,359
400800,6,Mostly Positive,259,101,360
400880,4,Mostly Negative,6,18,24
400910,9,Overwhelmingly Positive,5359,110,5469
401120,8,Very Positive,52,8,60
401170,0,5 user reviews,4,1,5
401190,5,Mixed,1566,873,2439
401280,7,Positive,16,0,16
401290,7,Positive,42,3,45
401330,5,Mixed,32,17,49
401360,6,Mostly Positive,198,58,256
401510,7,Positive,14,1,15
401550,0,9 user reviews,9,0,9
401560,4,Mostly Negative,8,14,22
401680,8,Very Positive,894,93,987
401710,6,Mostly Positive,395,119,514
401810,8,Very Positive,468,43,511
401820,6,Mostly Positive,83,29,112
401840,8,Very Positive,62,14,76
401890,6,Mostly Positive,126,48,174
402020,6,Mostly Positive,1523,651,2174
402030,5,Mixed,40,18,58
402040,8,Very Positive,294,72,366
402060,6,Mostly Positive,125,49,174
